stationid,dt_placeme,MUNICIPALITY,PROVINCE,TP_TRAP,N_POOL,culex,POS_WN,ndvi,ndwi,ndmi,ndbi,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,ndmi_mean,ndmi_std,ndbi_mean,ndbi_std,lst_day,lst_night,acc_rainfall_1week,acc_rainfall_2week2,acc_rainfall_jan,LST_Jan_mean,LST_Feb_mean,LST_Mar_mean,LST_Apr_mean,image,date,diff_in_days_indices,lst_day_image,lst_day_date,diff_in_days_lst_day,lst_night_image,lst_night_date,diff_in_days_lst_night,WC_L_1km,W_area_1km,DEM_1000,Aspect_1000,Slope_1000,Coast_dist_1000,WC_dist_1000,Flow_acc_1000,x,y
342,2020-06-22,Casale di Scodosia,Padova,CDC-CO2,3,243,0,0.6944378133206021,-0.602257336343115,0.308869629356445,-0.308869629356445,0.5693515566415009,0.077622230588842,-0.5126525184992871,0.057557861325191,0.245267303183754,0.065377321015829,-0.245267303183754,0.065377321015829,15461,14518,21.266663,49.9667,307.31666,13963.0,14329.7058823529,14595.285714285701,15076.0952380952,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-17_006.tif,2020-06-17,5,1210.1478029999996,4164.227373,9.0,248.993652,1.5831110000000002,53828.33984400001,758.0,0.313862,11.483487,45.179494
178,2020-06-22,Codogne,Treviso,CDC-CO2,1,77,0,0.6505867014341589,-0.532687651331719,0.19456501226646494,-0.19456501226646494,0.587937540739959,0.091150510532635,-0.4993256393252029,0.055400830816318,0.165232046381982,0.06122916431787,-0.165232046381982,0.06122916431787,15385,14392,43.566633,134.399963,539.1663,14008.2272727273,14338.882352941202,14557.2,15088.0909090909,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-12_006.tif,2020-06-12,10,3870.158107,2242.883209,24.0,238.96109,2.277143,32882.167969,285.0,1.050673,12.424349504705901,45.864106903809
235,2020-06-22,Porto Viro,Rovigo,CDC-CO2,10,1066,0,0.504236262406197,-0.456975381008206,0.154589371980676,-0.154589371980676,0.484384458841698,0.081432673542778,-0.436624453254342,0.052224646812176,0.15799096574844598,0.08684900385726403,-0.15799096574844598,0.08684900385726403,15453,14430,22.9667,91.70007,443.66677,13963.0,14320.428571428602,14527.571428571398,15012.875,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-18_006.tif,2020-06-18,4,1181.430477,176483.53056800005,0.0,237.482117,1.834336,4671.538086,545.0,54.4586,12.264539,45.049009999999996
385,2020-06-22,Cavarzere,Venezia,CDC-CO2,5,417,0,0.579611405500883,-0.5234850328547089,0.19329012581014104,-0.19329012581014104,0.472474059765226,0.144332321061441,-0.43689341213099503,0.110362887897037,0.151136908513324,0.121162327751769,-0.151136908513324,0.121162327751769,15408,14495,38.516667,87.71667,505.483608,13925.666666666699,14251.470588235301,14518.3571428571,14999.6956521739,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-17_006.tif,2020-06-17,5,4207.672511,133593.054252,2.0,82.399681,3.813722,11100.608398,179.0,1.45028,12.1235222830845,45.139013844937494
337,2020-06-22,Minerbe,Verona,CDC-CO2,4,343,0,0.453092783505155,-0.42698051126297104,0.118650793650794,-0.118650793650794,0.466149742394586,0.08862553024749302,-0.43729369204812296,0.063746454685945,0.137512821718169,0.07319157939344,-0.137512821718169,0.07319157939344,15473,14539,16.3,48.633367,311.566652,13960.166666666699,14285.411764705901,14610.0,15067.380952381001,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-17_006.tif,2020-06-17,5,4443.361512,1063.857194,18.0,42.442852,1.249051,63480.070313,401.0,0.377902,11.344430000000001,45.243415
380,2020-06-22,Villa Bartolomea,Verona,CDC-CO2,5,471,0,0.4716231555051079,-0.453068086298683,0.148361381753764,-0.148361381753764,0.4891303320603689,0.079977595738374,-0.4583448421231429,0.06435182797134299,0.15845681859928,0.052366082315479005,-0.15845681859928,0.052366082315479005,15496,14659,7.433337,36.43337,312.66674,13947.6428571429,14292.222222222199,14578.214285714299,15063.75,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,0.0,0.0,9.0,213.369843,2.845187,65106.515625,2377.0,0.0,11.348957,45.142783
165,2020-06-22,Casaleone,Verona,CDC-CO2,3,284,0,0.4906257608960311,-0.450710900473934,0.13370370370370402,-0.13370370370370402,0.43586405052774496,0.190663586435855,-0.42143687189688,0.116150947639525,0.106416830567654,0.156738187036394,-0.106416830567654,0.156738187036394,15519,14641,9.66667,41.7333,307.133359,13980.9090909091,14351.277777777801,14660.461538461499,15047.8571428571,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,0,1674.175598,0.0,13.0,146.985458,1.562037,75366.570313,454.0,0.0,11.210249076605198,45.1571350876077
325,2020-06-24,Tribano,Padova,CDC-CO2,2,112,0,0.3729615991583379,-0.3729615991583379,0.044,-0.044,0.36994769351648493,0.11639281523843,-0.3686486868741311,0.084341886312941,0.049668887229845984,0.084129283210347,-0.049668887229845984,0.084129283210347,15301,14663,6.55,44.483327,386.766725,13980.2666666667,14302.8,14523.125,15010.3913043478,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,2,4041.541051,0.0,3.0,311.590027,1.52817,26737.898438,157.0,5.570874,11.828016,45.212872
374,2020-06-24,Marostica,Vicenza,CDC-CO2,1,46,0,0.582895723930983,-0.512544802867383,0.185171316232915,-0.185171316232915,0.5068305544253889,0.163761833039954,-0.465173021708874,0.108442723017366,0.12287307614758697,0.124289017218514,-0.12287307614758697,0.124289017218514,15235,14602,11.95,41.78337,404.500008,14066.0476190476,14293.8947368421,14467.214285714299,14842.3684210526,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,60.473824,0.0,108.0,118.486816,4.767823,57722.51953099999,948.0,20.6565,11.649377000000001,45.743659
354,2020-06-24,Trevignano,Treviso,CDC-CO2,2,116,0,0.516512549537649,-0.4870466321243521,0.169042769857434,-0.169042769857434,0.556039798513921,0.08231040110462401,-0.5100486969144821,0.060394910749153,0.188668319869862,0.081521660922971,-0.188668319869862,0.081521660922971,15375,14475,12.85,45.016637,460.066641,14047.636363636399,14339.2666666667,14551.0,15035.75,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-18_006.tif,2020-06-18,6,0.0,0.0,75.0,12.072163,0.958863,32465.90625,1398.0,0.0,12.089294,45.737438899999994
378,2020-06-24,Este,Padova,CDC-CO2,1,25,0,0.40165787490580296,-0.401305876443998,0.08496986194827902,-0.08496986194827902,0.390675451790926,0.056162834953334,-0.38698559620735495,0.043681030825004,0.070541934755702,0.054778339743658,-0.070541934755702,0.054778339743658,15284,14497,0.65,32.41673,326.349994,13944.8571428571,14298.882352941202,14558.933333333302,15047.4090909091,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-20_006.tif,2020-06-20,4,3823.84759,8570.425245999999,8.0,300.915222,0.796687,37817.078125,375.0,1.425218,11.683377,45.207218
374,2020-06-24,Marostica,Vicenza,Gravid Trap,1,7,0,0.582895723930983,-0.512544802867383,0.185171316232915,-0.185171316232915,0.5068305544253889,0.163761833039954,-0.465173021708874,0.108442723017366,0.12287307614758697,0.124289017218514,-0.12287307614758697,0.124289017218514,15235,14602,11.95,41.78337,404.500008,14066.0476190476,14293.8947368421,14467.214285714299,14842.3684210526,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,60.473824,0.0,108.0,118.486816,4.767823,57722.51953099999,948.0,20.6565,11.649377000000001,45.743659
347,2020-06-24,San Michele al Tagliamento,Venezia,CDC-CO2,6,557,0,0.316225608126169,-0.3315305570578689,0.039037771681790005,-0.039037771681790005,0.5199596171248251,0.167631545955481,-0.47615135749899,0.115783866735505,0.21663712728392,0.147112369925235,-0.21663712728392,0.147112369925235,15308,14619,15.4,55.433273,640.749875,13944.933333333302,14237.5,14422.333333333301,14937.1578947368,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,2,2786.85795,146112.785733,3.0,243.919586,2.4355740000000003,6615.3427729999985,555.0,0.0,12.975591,45.694463899999995
355,2020-06-24,Santa Lucia di Piave,Treviso,CDC-CO2,2,125,0,0.5115694164989939,-0.44505890839144,0.16247582205029,-0.16247582205029,0.603965769309992,0.097023711609908,-0.504739092532324,0.06302118308895,0.220007202394412,0.058847491730435,-0.220007202394412,0.058847491730435,14994,14443,34.25,66.88336,485.883407,13981.45,14224.071428571398,14524.5,15035.176470588201,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-12_006.tif,2020-06-12,12,3074.274964,12783.560369,50.0,95.661057,3.337992,29555.904297000005,630.0,1.040392,12.299455,45.797541700000004
353,2020-06-24,Riese Pio X,Treviso,CDC-CO2,2,143,0,0.540715829930339,-0.486787204450626,0.15235357527847598,-0.15235357527847598,0.4610415858393329,0.119928268586378,-0.43585096278591295,0.07924958256237,0.08885136625249697,0.08470751855928,-0.08885136625249697,0.08470751855928,15409,14420,6.7,38.066637,431.60004,13997.0,14254.066666666698,14563.3571428571,15002.8571428571,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-12_006.tif,2020-06-12,12,4130.099527,0.0,60.0,288.824768,4.295628,40489.828125,134.0,11.54489,11.910472,45.7251389
6,2020-06-24,Campagna Lupia,Venezia,CDC-CO2,1,77,0,0.703488372093023,-0.5822287677957779,0.327156681078855,-0.327156681078855,0.599755302357171,0.11948218060472697,-0.510290938164308,0.093648796840025,0.27261735241588897,0.116077196323779,-0.27261735241588897,0.116077196323779,15167,14493,18.05,55.883264,517.900298,13906.1333333333,14248.384615384599,14466.0,14931.363636363601,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-18_006.tif,2020-06-18,6,7630.147954999998,1137050.989601,0.0,135.719101,0.477405,5309.681640999999,164.0,35.21419,12.139037996543902,45.3612494916435
391,2020-06-24,Brugine,Padova,Gravid Trap,1,5,0,0.6072325464590661,-0.518026565464896,0.271354787445371,-0.271354787445371,0.597931753485755,0.115470707417726,-0.533917618463204,0.07311136646564001,0.24450832525024696,0.122101124724929,-0.24450832525024696,0.122101124724929,15346,14526,9.9,50.899994,429.983343,13916.7333333333,14273.071428571398,14516.538461538501,15000.2608695652,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-17_006.tif,2020-06-17,7,3558.765548,24164.731956,6.0,76.922043,1.927123,13547.563477000003,447.0,0.0,11.980783,45.320831
391,2020-06-24,Brugine,Padova,CDC-CO2,1,67,0,0.6072325464590661,-0.518026565464896,0.271354787445371,-0.271354787445371,0.597931753485755,0.115470707417726,-0.533917618463204,0.07311136646564001,0.24450832525024696,0.122101124724929,-0.24450832525024696,0.122101124724929,15346,14526,9.9,50.899994,429.983343,13916.7333333333,14273.071428571398,14516.538461538501,15000.2608695652,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-17_006.tif,2020-06-17,7,3558.765548,24164.731956,6.0,76.922043,1.927123,13547.563477000003,447.0,0.0,11.980783,45.320831
389,2020-06-24,San Michele al Tagliamento,Venezia,CDC-CO2,4,327,0,0.455868089233754,-0.41637178579853706,0.116400148754184,-0.116400148754184,0.45612731654775,0.094537927953036,-0.409833518554421,0.072632180049653,0.118174546825821,0.094467542572304,-0.118174546825821,0.094467542572304,15413,14599,12.65,56.316664,597.416881,13992.3125,14231.6428571429,14434.0,14959.6818181818,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-23_006.tif,2020-06-23,1,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,2,2183.60509,146414.63976700002,3.0,82.18740799999998,3.562778,15109.530272999997,720.0,0.6488109999999999,12.985235000000001,45.771308000000005
388,2020-06-24,Guarda Veneta,Rovigo,CDC-CO2,2,136,0,0.38884565499351503,-0.384893947232281,0.050834151128557985,-0.050834151128557985,0.349721268005727,0.109718406677836,-0.337884104391923,0.109071777057588,0.099563604250452,0.125768015339895,-0.099563604250452,0.125768015339895,15306,14384,1.15,31.416636,373.983177,13963.0769230769,14357.1333333333,14535.4375,15011.666666666699,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-20_006.tif,2020-06-20,4,1860.959938,468363.881885,6.0,34.628506,4.172539,41880.308594,574.0,0.7315470000000001,11.790341999999999,44.975883
390,2020-06-24,Albignasego,Padova,CDC-CO2,1,89,0,0.192287374537771,-0.246616956641812,-0.059583333333333,0.059583333333333,0.32859896109196,0.133135801281925,-0.33209849782992,0.09579968733176,0.032335799418779,0.093414599678497,-0.032335799418779,0.093414599678497,15259,14534,9.65,52.116601,406.316534,13962.470588235301,14295.75,14571.0,15016.8181818182,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-17_006.tif,2020-06-17,7,2721.556977,4327.896698,7.0,269.231567,2.064843,25355.005859,564.0,69.24486999999999,11.832971,45.340596000000005
387,2020-06-24,Rovigo,Rovigo,CDC-CO2,3,245,0,0.404129793510325,-0.39385065885797904,0.07509881422924901,-0.07509881422924901,0.37719365921565706,0.060361453117143,-0.3741957297808111,0.039947053023547986,0.05249496841299599,0.046335040807452016,-0.05249496841299599,0.046335040807452016,15400,14411,3.6,27.899996999999995,370.633268,13951.285714285701,14355.8571428571,14626.6,15038.565217391299,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-18_006.tif,2020-06-18,6,6064.088482,77856.316739,5.0,287.063873,1.883055,37827.636719,83.0,0.330879,11.771234,45.070988
387,2020-06-24,Rovigo,Rovigo,Gravid Trap,1,15,0,0.404129793510325,-0.39385065885797904,0.07509881422924901,-0.07509881422924901,0.37719365921565706,0.060361453117143,-0.3741957297808111,0.039947053023547986,0.05249496841299599,0.046335040807452016,-0.05249496841299599,0.046335040807452016,15400,14411,3.6,27.899996999999995,370.633268,13951.285714285701,14355.8571428571,14626.6,15038.565217391299,S2B_MSIL1C_2020-06-22_R022.tif,2020-06-22,2,MODIS_MOD11A1_2020-06-24_006.tif,2020-06-24,0,MODIS_MOD11A1_2020-06-18_006.tif,2020-06-18,6,6064.088482,77856.316739,5.0,287.063873,1.883055,37827.636719,83.0,0.330879,11.771234,45.070988
1,2020-06-29,Caorle,Venezia,CDC-CO2,1,48,0,0.446790360418,-0.404264127509832,0.13959348227784302,-0.13959348227784302,0.355580570649966,0.15007734074467402,-0.32345467239521897,0.122888226654032,0.080420153879245,0.101381166621484,-0.080420153879245,0.101381166621484,15234,14708,2.45,25.950033,634.649657,13936.833333333301,14228.7,14358.1818181818,14980.5,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,6209.745276,188580.173358,2.0,181.852737,3.170475,755.33844,181.0,0.768354,12.8770891263046,45.606292341247205
340,2020-06-29,Grisignano di Zocco,Vicenza,CDC-CO2,3,208,0,0.540462520028572,-0.29023608588850897,0.240425422155677,-0.240425422155677,0.560744151459798,0.104084387046984,-0.284907608096151,0.021324040310829,0.260039433508695,0.106127525416297,-0.260039433508695,0.106127525416297,15432,14736,3.2,19.949967,396.333383,13935.6875,14238.8888888889,14523.6923076923,14980.2272727273,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,3298.557237,0.0,19.0,118.784462,3.274926,37477.90625,410.0,0.0,11.73371,45.474447
373,2020-06-29,Ponte di Piave,Treviso,CDC-CO2,1,11,0,0.4135650859625921,-0.389157073895284,0.081526452732004,-0.081526452732004,0.412482344448805,0.103825082251166,-0.366499953603995,0.075644576161354,0.094011828348108,0.07170980438893901,-0.094011828348108,0.07170980438893901,15253,14699,0.7,48.4333,554.883691,13983.3125,14231.75,14484.2666666667,14938.363636363601,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,2735.966586,118662.510083,7.0,219.334335,3.684495,15795.103516,382.0,1.814334,12.461786,45.712302
307,2020-06-29,Ceggia,Venezia,CDC-CO2,1,60,0,0.5682056663168941,-0.472413793103448,0.227767508728692,-0.227767508728692,0.515096015901195,0.132916841149717,-0.451165149079592,0.08168476010229599,0.158510103463913,0.10773887741869803,-0.158510103463913,0.10773887741869803,15419,14666,0.35,23.91667,560.183442,14008.0526315789,14330.6428571429,14510.8,15051.9130434783,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,3482.448041,30409.042075,0.0,173.070251,5.265698,14807.973633,6.0,1207867.0,12.658373,45.674904999999995
377,2020-06-29,Vicenza,Vicenza,CDC-CO2,1,43,0,0.312151460213267,-0.229932281717401,0.072053004667633,-0.072053004667633,0.35161399953311706,0.062437517669735,-0.266433810038808,0.032814930166308987,0.077647419983673,0.047920567368164,-0.077647419983673,0.047920567368164,15375,14837,0.1,20.033333,438.416696,13995.6,14309.7,14538.571428571398,14981.571428571398,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,2155.013547,36008.551736,38.0,272.416962,2.455253,56752.66015599999,479.0,0.266719,11.517407,45.557696
1,2020-06-29,Caorle,Venezia,Gravid Trap,1,6,0,0.446790360418,-0.404264127509832,0.13959348227784302,-0.13959348227784302,0.355580570649966,0.15007734074467402,-0.32345467239521897,0.122888226654032,0.080420153879245,0.101381166621484,-0.080420153879245,0.101381166621484,15234,14708,2.45,25.950033,634.649657,13936.833333333301,14228.7,14358.1818181818,14980.5,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,6209.745276,188580.173358,2.0,181.852737,3.170475,755.33844,181.0,0.768354,12.8770891263046,45.606292341247205
397,2020-06-29,Padova,Padova,CDC-CO2,1,13,0,0.39885863141540506,-0.291115246950856,0.114558937887369,-0.114558937887369,0.4390537511441789,0.06999477978268699,-0.314557005743643,0.024343368664137,0.130218510524466,0.07369362110917001,-0.130218510524466,0.07369362110917001,15491,14749,2.9,32.649967,409.216534,13939.833333333301,14286.4375,14504.176470588201,15032.1818181818,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,,,,,,,,,11.897642,45.351147
376,2020-06-29,Thiene,Vicenza,CDC-CO2,1,58,0,0.457034801915689,-0.328250826276757,0.114558905161625,-0.114558905161625,0.4760152972291721,0.133681059111795,-0.293016005182982,0.021230756237664,0.16917331427949406,0.118951702091017,-0.16917331427949406,0.118951702091017,15480,14763,1.1,25.06667,396.083412,14073.9523809524,14383.578947368402,14601.384615384599,14969.9047619048,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-22_006.tif,2020-06-22,7,0.0,0.0,143.0,158.501587,2.259532,68591.078125,3118.0,0.0,11.459717999999999,45.701843
198,2020-06-29,Cinto Caomaggiore,Venezia,CDC-CO2,3,242,0,0.244444444444444,-0.18992332968236605,0.13379252765602198,-0.13379252765602198,0.189606969352328,0.043794685675447,-0.14830915260639402,0.029080411789913,0.11362465222863302,0.056554744001699984,-0.11362465222863302,0.056554744001699984,15287,14669,4.45,48.7667,659.33342,13986.6875,14248.2307692308,14478.666666666699,14969.333333333301,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,7207.80382,604526.916814,5.0,221.362305,4.301568,24714.152344,203.0,60211.2,12.79735868934,45.8264089987247
382,2020-06-29,Vigonza,Padova,CDC-CO2,1,89,0,0.518262455344357,-0.304531338928044,0.184700777369415,-0.184700777369415,0.442415014790336,0.096489844233516,-0.25686277178827,0.050640542440007,0.167712898625577,0.092037321942139,-0.167712898625577,0.092037321942139,15457,14730,0.65,21.966633,430.999939,13951.2352941176,14294.5333333333,14532.0,14969.652173913,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,9171.213029,10008.308274,8.0,236.141006,2.204349,21181.453125,102.0,1.32086,11.958691,45.445442
199,2020-06-29,Concordia Sagittaria,Venezia,CDC-CO2,6,553,0,0.4932028276237079,-0.392141951837769,0.21531312237220604,-0.21531312237220604,0.507050351247901,0.10007211491145697,-0.427005844383324,0.068421214589101,0.19739336653585104,0.099697160889455,-0.19739336653585104,0.099697160889455,15259,14691,2.45,25.950033,634.649657,13950.666666666699,14242.928571428602,14484.071428571398,15068.6470588235,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,4721.254625,290379.143468,0.0,23.073887,4.410034,9295.942383,54.0,371.7529,12.859687275474698,45.6903223491131
3,2020-06-29,Quarto d'Altino,Venezia,CDC-CO2,1,21,0,0.387349125987732,-0.35757325386749605,0.047313582561002,-0.047313582561002,0.421647858205076,0.133725927977659,-0.294548282711387,0.036608133009267,0.136322910041755,0.125812580456372,-0.136322910041755,0.125812580456372,15419,14736,0.8,23.85003,480.416688,13949.4444444444,14298.916666666699,14450.428571428602,14867.8181818182,LC08_L1TP_2020-06-28_01_T1.tif,2020-06-28,1,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,5799.35152,107143.441344,0.0,159.036743,3.263651,2522.51001,311.0,4.224569,12.4293676691296,45.558920176463296
346,2020-06-29,Mirano,Venezia,CDC-CO2,1,78,0,0.639177900962094,-0.309620307055656,0.32045150822676,-0.32045150822676,0.478311283157077,0.107583625491769,-0.30462130382818,0.030176367173012007,0.170423070048666,0.112623999792548,-0.170423070048666,0.112623999792548,15392,14724,0.1,27.450033,449.116709,13956.4,14264.7333333333,14508.8125,14983.545454545501,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,5855.505804,0.0,3.0,134.614334,2.340723,13540.647461000002,230.0,3.023932,12.084125,45.464148
341,2020-06-29,Santa Giustina in Colle,Padova,CDC-CO2,5,435,0,0.263162309522503,-0.36165521351285895,-0.061088577125355,0.061088577125355,0.489841284707392,0.122200390061294,-0.32895004328076394,0.021209356504954,0.15815977927875102,0.121781265205628,-0.15815977927875102,0.121781265205628,15357,14610,0.0,0.0,0.0,13972.45,14257.882352941202,14526.083333333301,14968.9090909091,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,5150.886561,24.304864,23.0,328.341431,2.813714,31882.681641000006,442.0,3.091925,11.906861,45.591113899999996
392,2020-06-29,Venezia,Venezia,CDC-CO2,1,5,0,0.42373235516465,-0.208383762839173,0.180435535112849,-0.180435535112849,0.4640836108501311,0.16581039005507905,-0.239506803675353,0.036102648613408,0.21022561699509,0.153339573834992,-0.21022561699509,0.153339573834992,15478,14742,0.2,17.9333,436.266734,13990.8,14299.8666666667,14536.461538461499,14994.9,LC08_L1TP_2020-06-28_01_T1.tif,2020-06-28,1,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-28_006.tif,2020-06-28,1,4061.86574,38393.816264,0.0,171.079849,1.435196,6427.32373,37.0,3.974069,12.223217,45.510816999999996
314,2020-06-29,Preganziol,Treviso,CDC-CO2,3,224,0,0.33976743686524896,-0.27917873966906603,0.07577172902833501,-0.07577172902833501,0.423851668342233,0.094865955805476,-0.25098686949088,0.038196645702524006,0.157628421851353,0.08603091735220199,-0.157628421851353,0.08603091735220199,15379,14751,0.2,17.9333,436.266734,13946.526315789499,14264.2666666667,14504.5,14955.8571428571,LE07_L1TP_2020-06-27_01_T1.tif,2020-06-27,2,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-27_006.tif,2020-06-27,2,1245.851777,68348.777425,5.0,215.254852,2.136426,12063.803711,881.0,54.74589,12.260767,45.594460999999995
384,2020-06-29,Jesolo,Venezia,CDC-CO2,7,639,0,0.3713515940727439,-0.357635030006668,0.023973176865046,-0.023973176865046,0.35812223808863497,0.057197956402707,-0.34088059990135106,0.046730243100766,0.025892188903657003,0.046529252009812005,-0.025892188903657003,0.046529252009812005,15402,14774,0.9,30.2,515.683638,13934.3529411765,14272.916666666699,14411.333333333301,14925.4,S2B_MSIL1C_2020-06-29_R122.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-29_006.tif,2020-06-29,0,MODIS_MOD11A1_2020-06-28_006.tif,2020-06-28,1,4345.1181689999985,43413.646995,0.0,201.23056,3.347325,3912.984863,375.0,92.65839,12.637082000000001,45.544211
